id,entity_id,asset_id,severity,status,opened_at,closed_at,escalation_level,closure_reason
al-016032,ent-012,asset-00089,medium,open,2026-06-28T17:16:48.939754,,1,
al-016033,ent-001,asset-00001,high,closed,2026-06-28T17:09:48.939754,2026-06-29T06:09:48.939754,1,Remediated
al-016034,ent-002,asset-00009,high,closed,2026-06-28T17:02:48.939754,2026-06-29T06:02:48.939754,1,Remediated
al-016035,ent-003,asset-00017,medium,closed,2026-06-28T16:55:48.939754,2026-06-28T17:40:48.939754,0,Duplicate alert
al-016036,ent-004,asset-00025,high,open,2026-06-28T16:48:48.939754,,1,
al-016037,ent-005,asset-00033,high,closed,2026-06-28T16:41:48.939754,2026-06-29T05:41:48.939754,1,Remediated
al-016038,ent-006,asset-00041,medium,closed,2026-06-28T16:34:48.939754,2026-06-29T05:34:48.939754,1,Remediated
al-016039,ent-007,asset-00049,high,closed,2026-06-28T16:27:48.939754,2026-06-29T05:27:48.939754,1,Remediated
al-016040,ent-008,asset-00057,high,open,2026-06-28T16:20:48.939754,,1,
al-016041,ent-009,asset-00065,medium,closed,2026-06-28T16:13:48.939754,2026-06-29T05:13:48.939754,1,Remediated
al-016042,ent-010,asset-00073,critical,closed,2026-06-28T16:06:48.939754,2026-06-29T05:06:48.939754,0,Remediated
al-016043,ent-011,asset-00081,high,closed,2026-06-28T15:59:48.939754,2026-06-29T04:59:48.939754,1,Remediated
al-016044,ent-012,asset-00090,medium,open,2026-06-28T15:52:48.939754,,1,
al-016045,ent-001,asset-00002,high,closed,2026-06-28T15:45:48.939754,2026-06-29T04:45:48.939754,1,Remediated
al-016046,ent-002,asset-00010,high,closed,2026-06-28T15:38:48.939754,2026-06-29T04:38:48.939754,1,Remediated
al-016047,ent-003,asset-00018,medium,closed,2026-06-28T15:31:48.939754,2026-06-29T04:31:48.939754,1,Remediated
al-016048,ent-004,asset-00026,high,open,2026-06-28T15:24:48.939754,,0,Duplicate alert
al-016049,ent-005,asset-00034,high,closed,2026-06-28T15:17:48.939754,2026-06-29T04:17:48.939754,1,Remediated
al-016050,ent-006,asset-00042,medium,closed,2026-06-28T15:10:48.939754,2026-06-29T04:10:48.939754,1,Remediated
al-016051,ent-007,asset-00050,high,closed,2026-06-28T15:03:48.939754,2026-06-29T04:03:48.939754,1,Remediated
al-016052,ent-008,asset-00058,high,open,2026-06-28T14:56:48.939754,,1,
al-016053,ent-009,asset-00066,medium,closed,2026-06-28T14:49:48.939754,2026-06-29T03:49:48.939754,1,Remediated
al-016054,ent-010,asset-00074,high,closed,2026-06-28T14:42:48.939754,2026-06-29T03:42:48.939754,1,Remediated
al-016055,ent-011,asset-00082,critical,closed,2026-06-28T14:35:48.939754,2026-06-29T03:35:48.939754,0,Remediated
al-016056,ent-012,asset-00091,medium,open,2026-06-28T14:28:48.939754,,1,
al-016057,ent-001,asset-00003,high,closed,2026-06-28T14:21:48.939754,2026-06-29T03:21:48.939754,1,Remediated
al-016058,ent-002,asset-00011,high,closed,2026-06-28T14:14:48.939754,2026-06-29T03:14:48.939754,1,Remediated
al-016059,ent-003,asset-00019,medium,closed,2026-06-28T14:07:48.939754,2026-06-29T03:07:48.939754,1,Remediated
al-016060,ent-004,asset-00027,high,open,2026-06-28T14:00:48.939754,,1,
al-016061,ent-005,asset-00035,high,closed,2026-06-28T13:53:48.939754,2026-06-29T02:53:48.939754,1,Remediated
al-016062,ent-006,asset-00043,medium,closed,2026-06-28T13:46:48.939754,2026-06-29T02:46:48.939754,1,Remediated
al-016063,ent-007,asset-00051,high,closed,2026-06-28T13:39:48.939754,2026-06-29T02:39:48.939754,1,Remediated
al-016064,ent-008,asset-00059,high,open,2026-06-28T13:32:48.939754,,1,
al-016065,ent-009,asset-00067,medium,closed,2026-06-28T13:25:48.939754,2026-06-28T14:10:48.939754,0,Duplicate alert
al-016066,ent-010,asset-00075,high,closed,2026-06-28T13:18:48.939754,2026-06-29T02:18:48.939754,1,Remediated
al-016067,ent-011,asset-00083,high,closed,2026-06-28T13:11:48.939754,2026-06-29T02:11:48.939754,1,Remediated
al-016068,ent-012,asset-00092,critical,open,2026-06-28T13:04:48.939754,,0,
al-016069,ent-001,asset-00004,high,closed,2026-06-28T12:57:48.939754,2026-06-29T01:57:48.939754,1,Remediated
al-016070,ent-002,asset-00012,high,closed,2026-06-28T12:50:48.939754,2026-06-29T01:50:48.939754,1,Remediated
al-016071,ent-003,asset-00020,medium,closed,2026-06-28T12:43:48.939754,2026-06-29T01:43:48.939754,1,Remediated
al-016072,ent-004,asset-00028,high,open,2026-06-28T12:36:48.939754,,1,
al-016073,ent-005,asset-00036,high,closed,2026-06-28T12:29:48.939754,2026-06-29T01:29:48.939754,1,Remediated
al-016074,ent-006,asset-00044,medium,closed,2026-06-28T12:22:48.939754,2026-06-29T01:22:48.939754,1,Remediated
al-016075,ent-007,asset-00052,high,closed,2026-06-28T12:15:48.939754,2026-06-29T01:15:48.939754,1,Remediated
al-016076,ent-008,asset-00060,high,open,2026-06-28T12:08:48.939754,,1,
al-016077,ent-009,asset-00068,medium,closed,2026-06-28T12:01:48.939754,2026-06-29T01:01:48.939754,1,Remediated
al-016078,ent-010,asset-00076,high,closed,2026-06-28T11:54:48.939754,2026-06-29T00:54:48.939754,1,Remediated
al-016079,ent-011,asset-00084,high,closed,2026-06-28T11:47:48.939754,2026-06-29T00:47:48.939754,1,Remediated
al-016080,ent-012,asset-00093,medium,open,2026-06-28T11:40:48.939754,,1,
al-016081,ent-001,asset-00005,critical,closed,2026-06-28T11:33:48.939754,2026-06-29T00:33:48.939754,0,Remediated
al-016082,ent-002,asset-00013,high,closed,2026-06-28T11:26:48.939754,2026-06-28T12:11:48.939754,0,Duplicate alert
al-016083,ent-003,asset-00021,medium,closed,2026-06-28T11:19:48.939754,2026-06-29T00:19:48.939754,1,Remediated
al-016084,ent-004,asset-00029,high,open,2026-06-28T11:12:48.939754,,1,
al-016085,ent-005,asset-00037,high,closed,2026-06-28T11:05:48.939754,2026-06-29T00:05:48.939754,1,Remediated
al-016086,ent-006,asset-00045,medium,closed,2026-06-28T10:58:48.939754,2026-06-28T23:58:48.939754,1,Remediated
al-016087,ent-007,asset-00053,high,closed,2026-06-28T10:51:48.939754,2026-06-28T23:51:48.939754,1,Remediated
al-016088,ent-008,asset-00061,high,open,2026-06-28T10:44:48.939754,,1,
al-016089,ent-009,asset-00069,medium,closed,2026-06-28T10:37:48.939754,2026-06-28T23:37:48.939754,1,Remediated
al-016090,ent-010,asset-00077,high,closed,2026-06-28T10:30:48.939754,2026-06-28T11:15:48.939754,0,Duplicate alert
al-016091,ent-011,asset-00085,high,closed,2026-06-28T10:23:48.939754,2026-06-28T23:23:48.939754,1,Remediated
al-016092,ent-012,asset-00094,medium,open,2026-06-28T10:16:48.939754,,1,
al-016093,ent-001,asset-00006,high,closed,2026-06-28T10:09:48.939754,2026-06-28T23:09:48.939754,1,Remediated
al-016094,ent-002,asset-00014,critical,closed,2026-06-28T10:02:48.939754,2026-06-28T23:02:48.939754,0,Remediated
al-016095,ent-003,asset-00022,medium,closed,2026-06-28T09:55:48.939754,2026-06-28T10:40:48.939754,0,Duplicate alert
al-016096,ent-004,asset-00030,high,open,2026-06-28T09:48:48.939754,,1,
al-016097,ent-005,asset-00038,high,closed,2026-06-28T09:41:48.939754,2026-06-28T22:41:48.939754,1,Remediated
al-016098,ent-006,asset-00046,medium,closed,2026-06-28T09:34:48.939754,2026-06-28T22:34:48.939754,1,Remediated
al-016099,ent-007,asset-00054,high,closed,2026-06-28T09:27:48.939754,2026-06-28T10:12:48.939754,0,Duplicate alert
al-016100,ent-008,asset-00062,high,open,2026-06-28T09:20:48.939754,,1,
al-016101,ent-009,asset-00070,medium,closed,2026-06-28T09:13:48.939754,2026-06-28T22:13:48.939754,1,Remediated
al-016102,ent-010,asset-00078,high,closed,2026-06-28T09:06:48.939754,2026-06-28T22:06:48.939754,1,Remediated
al-016103,ent-011,asset-00086,high,closed,2026-06-28T08:59:48.939754,2026-06-28T21:59:48.939754,1,Remediated
al-016104,ent-012,asset-00095,medium,open,2026-06-28T08:52:48.939754,,1,
al-016105,ent-001,asset-00007,high,closed,2026-06-28T08:45:48.939754,2026-06-28T21:45:48.939754,1,Remediated
al-016106,ent-002,asset-00015,high,closed,2026-06-28T08:38:48.939754,2026-06-28T21:38:48.939754,1,Remediated
al-016107,ent-003,asset-00023,critical,closed,2026-06-28T08:31:48.939754,2026-06-28T21:31:48.939754,0,Remediated
al-016108,ent-004,asset-00031,high,open,2026-06-28T08:24:48.939754,,1,
al-016109,ent-005,asset-00039,high,closed,2026-06-28T08:17:48.939754,2026-06-28T21:17:48.939754,1,Remediated
al-016110,ent-006,asset-00047,medium,closed,2026-06-28T08:10:48.939754,2026-06-28T21:10:48.939754,1,Remediated
al-016111,ent-007,asset-00055,high,closed,2026-06-28T08:03:48.939754,2026-06-28T21:03:48.939754,1,Remediated
al-016112,ent-008,asset-00063,high,open,2026-06-28T07:56:48.939754,,1,
al-016113,ent-009,asset-00071,medium,closed,2026-06-28T07:49:48.939754,2026-06-28T20:49:48.939754,1,Remediated
al-016114,ent-010,asset-00079,high,closed,2026-06-28T07:42:48.939754,2026-06-28T20:42:48.939754,1,Remediated
al-016115,ent-011,asset-00087,high,closed,2026-06-28T07:35:48.939754,2026-06-28T20:35:48.939754,1,Remediated
al-016116,ent-012,asset-00096,medium,open,2026-06-28T07:28:48.939754,,0,Duplicate alert
al-016117,ent-001,asset-00008,high,closed,2026-06-28T07:21:48.939754,2026-06-28T20:21:48.939754,1,Remediated
al-016118,ent-002,asset-00016,high,closed,2026-06-28T07:14:48.939754,2026-06-28T20:14:48.939754,1,Remediated
al-016119,ent-003,asset-00024,medium,closed,2026-06-28T07:07:48.939754,2026-06-28T20:07:48.939754,1,Remediated
al-016120,ent-004,asset-00032,critical,open,2026-06-28T07:00:48.939754,,0,
al-016121,ent-005,asset-00040,high,closed,2026-06-28T06:53:48.939754,2026-06-28T19:53:48.939754,1,Remediated
al-016122,ent-006,asset-00048,medium,closed,2026-06-28T06:46:48.939754,2026-06-28T19:46:48.939754,1,Remediated
al-016123,ent-007,asset-00056,high,closed,2026-06-28T06:39:48.939754,2026-06-28T19:39:48.939754,1,Remediated
al-016124,ent-008,asset-00064,high,open,2026-06-28T06:32:48.939754,,1,
al-016125,ent-009,asset-00072,medium,closed,2026-06-28T06:25:48.939754,2026-06-28T19:25:48.939754,1,Remediated
al-016126,ent-010,asset-00080,high,closed,2026-06-28T06:18:48.939754,2026-06-28T19:18:48.939754,1,Remediated
al-016127,ent-011,asset-00088,high,closed,2026-06-28T06:11:48.939754,2026-06-28T19:11:48.939754,1,Remediated
al-016128,ent-012,asset-00089,medium,open,2026-06-28T06:04:48.939754,,1,
al-016129,ent-001,asset-00001,high,closed,2026-06-28T05:57:48.939754,2026-06-28T18:57:48.939754,1,Remediated
al-016130,ent-002,asset-00009,high,closed,2026-06-28T05:50:48.939754,2026-06-28T18:50:48.939754,1,Remediated
al-016131,ent-003,asset-00017,medium,closed,2026-06-28T05:43:48.939754,2026-06-28T18:43:48.939754,1,Remediated
al-016132,ent-004,asset-00025,high,open,2026-06-28T05:36:48.939754,,1,
al-016133,ent-005,asset-00033,critical,closed,2026-06-28T05:29:48.939754,2026-06-28T06:14:48.939754,0,Duplicate alert
al-016134,ent-006,asset-00041,medium,closed,2026-06-28T05:22:48.939754,2026-06-28T18:22:48.939754,1,Remediated
al-016135,ent-007,asset-00049,high,closed,2026-06-28T05:15:48.939754,2026-06-28T18:15:48.939754,1,Remediated
al-016136,ent-008,asset-00057,high,open,2026-06-28T05:08:48.939754,,1,
al-016137,ent-009,asset-00065,medium,closed,2026-06-28T05:01:48.939754,2026-06-28T18:01:48.939754,1,Remediated
al-016138,ent-010,asset-00073,high,closed,2026-06-28T04:54:48.939754,2026-06-28T17:54:48.939754,1,Remediated
al-016139,ent-011,asset-00081,high,closed,2026-06-28T04:47:48.939754,2026-06-28T17:47:48.939754,1,Remediated
al-016140,ent-012,asset-00090,medium,open,2026-06-28T04:40:48.939754,,1,
al-016141,ent-001,asset-00002,high,closed,2026-06-28T04:33:48.939754,2026-06-28T17:33:48.939754,1,Remediated
al-016142,ent-002,asset-00010,high,closed,2026-06-28T04:26:48.939754,2026-06-28T17:26:48.939754,1,Remediated
al-016143,ent-003,asset-00018,medium,closed,2026-06-28T04:19:48.939754,2026-06-28T17:19:48.939754,1,Remediated
al-016144,ent-004,asset-00026,high,open,2026-06-28T04:12:48.939754,,1,
al-016145,ent-005,asset-00034,high,closed,2026-06-28T04:05:48.939754,2026-06-28T17:05:48.939754,1,Remediated
al-016146,ent-006,asset-00042,critical,closed,2026-06-28T03:58:48.939754,2026-06-28T16:58:48.939754,0,Remediated
al-016147,ent-007,asset-00050,high,closed,2026-06-28T03:51:48.939754,2026-06-28T16:51:48.939754,1,Remediated
al-016148,ent-008,asset-00058,high,open,2026-06-28T03:44:48.939754,,1,
al-016149,ent-009,asset-00066,medium,closed,2026-06-28T03:37:48.939754,2026-06-28T16:37:48.939754,1,Remediated
al-016150,ent-010,asset-00074,high,closed,2026-06-28T03:30:48.939754,2026-06-28T04:15:48.939754,0,Duplicate alert
al-016151,ent-011,asset-00082,high,closed,2026-06-28T03:23:48.939754,2026-06-28T16:23:48.939754,1,Remediated
al-016152,ent-012,asset-00091,medium,open,2026-06-28T03:16:48.939754,,1,
al-016153,ent-001,asset-00003,high,closed,2026-06-28T03:09:48.939754,2026-06-28T16:09:48.939754,1,Remediated
al-016154,ent-002,asset-00011,high,closed,2026-06-28T03:02:48.939754,2026-06-28T16:02:48.939754,1,Remediated
al-016155,ent-003,asset-00019,medium,closed,2026-06-28T02:55:48.939754,2026-06-28T03:40:48.939754,0,Duplicate alert
al-016156,ent-004,asset-00027,high,open,2026-06-28T02:48:48.939754,,1,
al-016157,ent-005,asset-00035,high,closed,2026-06-28T02:41:48.939754,2026-06-28T15:41:48.939754,1,Remediated
al-016158,ent-006,asset-00043,medium,closed,2026-06-28T02:34:48.939754,2026-06-28T15:34:48.939754,1,Remediated
al-016159,ent-007,asset-00051,critical,closed,2026-06-28T02:27:48.939754,2026-06-28T15:27:48.939754,0,Remediated
al-016160,ent-008,asset-00059,high,open,2026-06-28T02:20:48.939754,,1,
al-016161,ent-009,asset-00067,medium,closed,2026-06-28T02:13:48.939754,2026-06-28T15:13:48.939754,1,Remediated
al-016162,ent-010,asset-00075,high,closed,2026-06-28T02:06:48.939754,2026-06-28T15:06:48.939754,1,Remediated
al-016163,ent-011,asset-00083,high,closed,2026-06-28T01:59:48.939754,2026-06-28T14:59:48.939754,1,Remediated
al-016164,ent-012,asset-00092,medium,open,2026-06-28T01:52:48.939754,,1,
al-016165,ent-001,asset-00004,high,closed,2026-06-28T01:45:48.939754,2026-06-28T14:45:48.939754,1,Remediated
al-016166,ent-002,asset-00012,high,closed,2026-06-28T01:38:48.939754,2026-06-28T14:38:48.939754,1,Remediated
al-016167,ent-003,asset-00020,medium,closed,2026-06-28T01:31:48.939754,2026-06-28T02:16:48.939754,0,Duplicate alert
al-016168,ent-004,asset-00028,high,open,2026-06-28T01:24:48.939754,,1,
al-016169,ent-005,asset-00036,high,closed,2026-06-28T01:17:48.939754,2026-06-28T14:17:48.939754,1,Remediated
al-016170,ent-006,asset-00044,medium,closed,2026-06-28T01:10:48.939754,2026-06-28T14:10:48.939754,1,Remediated
al-016171,ent-007,asset-00052,high,closed,2026-06-28T01:03:48.939754,2026-06-28T14:03:48.939754,1,Remediated
al-016172,ent-008,asset-00060,critical,open,2026-06-28T00:56:48.939754,,0,
al-016173,ent-009,asset-00068,medium,closed,2026-06-28T00:49:48.939754,2026-06-28T13:49:48.939754,1,Remediated
al-016174,ent-010,asset-00076,high,closed,2026-06-28T00:42:48.939754,2026-06-28T13:42:48.939754,1,Remediated
al-016175,ent-011,asset-00084,high,closed,2026-06-28T00:35:48.939754,2026-06-28T13:35:48.939754,1,Remediated
al-016176,ent-012,asset-00093,medium,open,2026-06-28T00:28:48.939754,,1,
al-016177,ent-001,asset-00005,high,closed,2026-06-28T00:21:48.939754,2026-06-28T13:21:48.939754,1,Remediated
al-016178,ent-002,asset-00013,high,closed,2026-06-28T00:14:48.939754,2026-06-28T13:14:48.939754,1,Remediated
al-016179,ent-003,asset-00021,medium,closed,2026-06-28T00:07:48.939754,2026-06-28T13:07:48.939754,1,Remediated
al-016180,ent-004,asset-00029,high,open,2026-06-28T00:00:48.939754,,1,
al-016181,ent-005,asset-00037,high,closed,2026-06-27T23:53:48.939754,2026-06-28T12:53:48.939754,1,Remediated
al-016182,ent-006,asset-00045,medium,closed,2026-06-27T23:46:48.939754,2026-06-28T12:46:48.939754,1,Remediated
al-016183,ent-007,asset-00053,high,closed,2026-06-27T23:39:48.939754,2026-06-28T12:39:48.939754,1,Remediated
al-016184,ent-008,asset-00061,high,open,2026-06-27T23:32:48.939754,,0,Duplicate alert
al-016185,ent-009,asset-00069,critical,closed,2026-06-27T23:25:48.939754,2026-06-28T12:25:48.939754,0,Remediated
al-016186,ent-010,asset-00077,high,closed,2026-06-27T23:18:48.939754,2026-06-28T12:18:48.939754,1,Remediated
al-016187,ent-011,asset-00085,high,closed,2026-06-27T23:11:48.939754,2026-06-28T12:11:48.939754,1,Remediated
al-016188,ent-012,asset-00094,medium,open,2026-06-27T23:04:48.939754,,1,
al-016189,ent-001,asset-00006,high,closed,2026-06-27T22:57:48.939754,2026-06-28T11:57:48.939754,1,Remediated
al-016190,ent-002,asset-00014,high,closed,2026-06-27T22:50:48.939754,2026-06-28T11:50:48.939754,1,Remediated
al-016191,ent-003,asset-00022,medium,closed,2026-06-27T22:43:48.939754,2026-06-28T11:43:48.939754,1,Remediated
al-016192,ent-004,asset-00030,high,open,2026-06-27T22:36:48.939754,,1,
al-016193,ent-005,asset-00038,high,closed,2026-06-27T22:29:48.939754,2026-06-28T11:29:48.939754,1,Remediated
al-016194,ent-006,asset-00046,medium,closed,2026-06-27T22:22:48.939754,2026-06-28T11:22:48.939754,1,Remediated
al-016195,ent-007,asset-00054,high,closed,2026-06-27T22:15:48.939754,2026-06-28T11:15:48.939754,1,Remediated
al-016196,ent-008,asset-00062,high,open,2026-06-27T22:08:48.939754,,1,
al-016197,ent-009,asset-00070,medium,closed,2026-06-27T22:01:48.939754,2026-06-28T11:01:48.939754,1,Remediated
al-016198,ent-010,asset-00078,critical,closed,2026-06-27T21:54:48.939754,2026-06-28T10:54:48.939754,0,Remediated
al-016199,ent-011,asset-00086,high,closed,2026-06-27T21:47:48.939754,2026-06-28T10:47:48.939754,1,Remediated
al-016200,ent-012,asset-00095,medium,open,2026-06-27T21:40:48.939754,,1,
al-016201,ent-001,asset-00007,high,closed,2026-06-27T21:33:48.939754,2026-06-27T22:18:48.939754,0,Duplicate alert
al-016202,ent-002,asset-00015,high,closed,2026-06-27T21:26:48.939754,2026-06-28T10:26:48.939754,1,Remediated
al-016203,ent-003,asset-00023,medium,closed,2026-06-27T21:19:48.939754,2026-06-28T10:19:48.939754,1,Remediated
al-016204,ent-004,asset-00031,high,open,2026-06-27T21:12:48.939754,,1,
al-016205,ent-005,asset-00039,high,closed,2026-06-27T21:05:48.939754,2026-06-28T10:05:48.939754,1,Remediated
al-016206,ent-006,asset-00047,medium,closed,2026-06-27T20:58:48.939754,2026-06-28T09:58:48.939754,1,Remediated
al-016207,ent-007,asset-00055,high,closed,2026-06-27T20:51:48.939754,2026-06-28T09:51:48.939754,1,Remediated
al-016208,ent-008,asset-00063,high,open,2026-06-27T20:44:48.939754,,1,
al-016209,ent-009,asset-00071,medium,closed,2026-06-27T20:37:48.939754,2026-06-28T09:37:48.939754,1,Remediated
al-016210,ent-010,asset-00079,high,closed,2026-06-27T20:30:48.939754,2026-06-27T21:15:48.939754,0,Duplicate alert
al-016211,ent-011,asset-00087,critical,closed,2026-06-27T20:23:48.939754,2026-06-28T09:23:48.939754,0,Remediated
al-016212,ent-012,asset-00096,medium,open,2026-06-27T20:16:48.939754,,1,
al-016213,ent-001,asset-00008,high,closed,2026-06-27T20:09:48.939754,2026-06-28T09:09:48.939754,1,Remediated
al-016214,ent-002,asset-00016,high,closed,2026-06-27T20:02:48.939754,2026-06-28T09:02:48.939754,1,Remediated
al-016215,ent-003,asset-00024,medium,closed,2026-06-27T19:55:48.939754,2026-06-27T20:40:48.939754,0,Duplicate alert
al-016216,ent-004,asset-00032,high,open,2026-06-27T19:48:48.939754,,1,
al-016217,ent-005,asset-00040,high,closed,2026-06-27T19:41:48.939754,2026-06-28T08:41:48.939754,1,Remediated
al-016218,ent-006,asset-00048,medium,closed,2026-06-27T19:34:48.939754,2026-06-27T20:19:48.939754,0,Duplicate alert
al-016219,ent-007,asset-00056,high,closed,2026-06-27T19:27:48.939754,2026-06-28T08:27:48.939754,1,Remediated
al-016220,ent-008,asset-00064,high,open,2026-06-27T19:20:48.939754,,1,
al-016221,ent-009,asset-00072,medium,closed,2026-06-27T19:13:48.939754,2026-06-28T08:13:48.939754,1,Remediated
al-016222,ent-010,asset-00080,high,closed,2026-06-27T19:06:48.939754,2026-06-28T08:06:48.939754,1,Remediated
al-016223,ent-011,asset-00088,high,closed,2026-06-27T18:59:48.939754,2026-06-28T07:59:48.939754,1,Remediated
al-016224,ent-012,asset-00089,critical,open,2026-06-27T18:52:48.939754,,0,
al-016225,ent-001,asset-00001,high,closed,2026-06-27T18:45:48.939754,2026-06-28T07:45:48.939754,1,Remediated
al-016226,ent-002,asset-00009,high,closed,2026-06-27T18:38:48.939754,2026-06-28T07:38:48.939754,1,Remediated
al-016227,ent-003,asset-00017,medium,closed,2026-06-27T18:31:48.939754,2026-06-28T07:31:48.939754,1,Remediated
